Customer_id,Purchase_date,Product_category,Product_price,Quantity,Total_amount,Payment_Method,Customer_Age,Returns,Customer_name,Age,Gender,Churn
10191,01-06-2021 15:17,Electronics,76,1,3306,Credit Card,66,1,Walter Griffin,66,Male,0
10191,31-08-2021 18:50,Electronics,157,1,4382,Credit Card,66,,Walter Griffin,66,Male,0
10191,26-06-2020 01:12,Books,202,5,3290,Credit Card,66,1,Walter Griffin,66,Male,0
10191,12-09-2022 11:50,Books,291,3,4776,PayPal,66,0,Walter Griffin,66,Male,0
6829,04-02-2020 20:12,Home,161,3,4323,Cash,43,0,Chelsea Williams,43,Male,0
6829,24-06-2020 01:56,Home,418,1,3785,Credit Card,43,0,Chelsea Williams,43,Male,0
6829,01-08-2020 18:26,Books,151,3,980,Credit Card,43,1,Chelsea Williams,43,Male,0
6829,15-09-2020 16:26,Home,127,3,3219,PayPal,43,1,Chelsea Williams,43,Male,0
16825,21-07-2020 03:33,Clothing,489,1,3184,Credit Card,37,0,Melissa Cabrera,37,Male,1
16825,14-11-2022 02:19,Clothing,420,2,969,Cash,37,1,Melissa Cabrera,37,Male,1
16825,19-04-2021 16:20,Books,395,3,3487,Cash,37,1,Melissa Cabrera,37,Male,1
16825,18-03-2023 15:00,Books,227,2,3400,Cash,37,0,Melissa Cabrera,37,Male,1
16825,16-08-2021 17:56,Clothing,166,4,1379,PayPal,37,0,Melissa Cabrera,37,Male,1
18467,18-08-2022 05:00,Clothing,115,5,1589,Credit Card,23,0,Terri Carter,23,Male,0
18467,15-12-2020 06:02,Home,63,2,4519,PayPal,23,,Terri Carter,23,Male,0
18467,28-02-2023 19:23,Clothing,50,1,551,PayPal,23,1,Terri Carter,23,Male,0
18467,10-12-2020 06:12,Clothing,459,5,1735,PayPal,23,1,Terri Carter,23,Male,0
18467,30-03-2022 08:22,Home,192,5,1109,PayPal,23,0,Terri Carter,23,Male,0
18467,06-04-2021 14:50,Books,219,4,3977,PayPal,23,1,Terri Carter,23,Male,0
18467,09-05-2023 02:20,Electronics,92,4,3660,PayPal,23,0,Terri Carter,23,Male,0
18467,03-01-2020 15:16,Books,197,5,3178,Credit Card,23,0,Terri Carter,23,Male,0
18467,30-06-2022 21:43,Home,451,2,1834,PayPal,23,0,Terri Carter,23,Male,0
34857,10-01-2021 09:21,Books,120,3,5279,Credit Card,57,,Alexander Morse,57,Male,1
34857,13-06-2021 00:59,Home,104,2,3319,Credit Card,57,0,Alexander Morse,57,Male,1
34857,03-09-2021 07:26,Books,252,4,1038,Cash,57,0,Alexander Morse,57,Male,1
34857,06-02-2023 19:10,Electronics,284,4,402,PayPal,57,0,Alexander Morse,57,Male,1
34857,14-06-2023 04:11,Books,60,2,1383,Credit Card,57,1,Alexander Morse,57,Male,1
34857,28-10-2021 03:17,Electronics,147,4,992,Credit Card,57,0,Alexander Morse,57,Male,1
34857,23-01-2021 23:31,Clothing,261,2,2408,Credit Card,57,0,Alexander Morse,57,Male,1
34857,26-08-2021 10:29,Books,137,2,2428,Cash,57,0,Alexander Morse,57,Male,1
21801,04-09-2022 07:50,Electronics,179,3,676,Credit Card,19,1,Anne Leblanc,19,Female,0
21801,05-08-2022 05:58,Electronics,266,1,1337,Cash,19,,Anne Leblanc,19,Female,0
21801,01-06-2021 22:42,Electronics,228,4,3988,PayPal,19,0,Anne Leblanc,19,Female,0
21801,30-03-2021 00:58,Clothing,290,5,246,Cash,19,0,Anne Leblanc,19,Female,0
11769,01-04-2023 14:48,Clothing,231,4,1054,Credit Card,65,0,John Jones,65,Male,0
11769,23-11-2021 17:33,Clothing,51,4,2187,Credit Card,65,,John Jones,65,Male,0
22193,15-01-2022 20:04,Electronics,387,5,3920,Cash,27,0,Kyle Smith,27,Male,0
22193,03-07-2021 11:17,Home,116,1,1422,Cash,27,0,Kyle Smith,27,Male,0
22193,11-01-2023 09:32,Clothing,210,4,3215,Credit Card,27,0,Kyle Smith,27,Male,0
22193,10-05-2020 12:58,Electronics,94,4,3764,PayPal,27,1,Kyle Smith,27,Male,0
22193,02-04-2021 15:08,Electronics,224,4,2130,Cash,27,0,Kyle Smith,27,Male,0
7340,04-07-2023 11:47,Books,496,3,4224,Credit Card,35,,Kim Mcdonald,35,Male,1
7340,13-11-2020 14:31,Home,121,4,1812,PayPal,35,0,Kim Mcdonald,35,Male,1
7340,11-02-2021 10:14,Clothing,214,4,407,Credit Card,35,0,Kim Mcdonald,35,Male,1
7340,17-12-2021 11:12,Electronics,352,5,4912,Cash,35,,Kim Mcdonald,35,Male,1
7340,01-06-2022 02:03,Electronics,346,3,2165,Credit Card,35,1,Kim Mcdonald,35,Male,1
7340,04-12-2022 13:16,Home,255,1,306,PayPal,35,0,Kim Mcdonald,35,Male,1
31538,19-01-2023 12:39,Home,341,4,4847,Cash,37,0,Joshua Maynard,37,Male,0
31538,28-09-2020 06:16,Electronics,255,1,3160,Cash,37,1,Joshua Maynard,37,Male,0
31538,01-06-2020 09:23,Clothing,499,4,4477,Cash,37,1,Joshua Maynard,37,Male,0
31538,18-04-2023 11:01,Books,180,2,4994,Cash,37,1,Joshua Maynard,37,Male,0
31538,07-07-2020 18:53,Home,233,3,3362,PayPal,37,0,Joshua Maynard,37,Male,0
31538,17-02-2023 22:16,Home,491,4,1475,PayPal,37,0,Joshua Maynard,37,Male,0
31538,21-05-2022 11:33,Books,224,4,3440,PayPal,37,0,Joshua Maynard,37,Male,0
33511,07-06-2023 14:18,Books,333,5,4456,Credit Card,56,1,Kathleen Brown,56,Male,1
33511,25-12-2021 13:07,Electronics,144,1,3877,Cash,56,,Kathleen Brown,56,Male,1
33511,22-01-2020 02:18,Books,139,2,744,Credit Card,56,0,Kathleen Brown,56,Male,1
33511,04-08-2022 04:34,Clothing,28,1,3579,Credit Card,56,1,Kathleen Brown,56,Male,1
33511,27-02-2022 08:07,Electronics,467,4,3142,Cash,56,0,Kathleen Brown,56,Male,1
33511,18-01-2021 03:27,Electronics,229,3,4086,PayPal,56,1,Kathleen Brown,56,Male,1
33511,13-07-2023 15:52,Books,66,3,2273,Credit Card,56,0,Kathleen Brown,56,Male,1
5952,07-11-2022 08:11,Home,107,3,1192,Credit Card,55,1,Elizabeth Ingram,55,Male,0
5952,07-02-2023 23:39,Electronics,75,2,1947,PayPal,55,0,Elizabeth Ingram,55,Male,0
5952,08-09-2022 20:55,Electronics,220,4,2840,Cash,55,0,Elizabeth Ingram,55,Male,0
5952,02-10-2020 15:35,Electronics,19,2,1354,PayPal,55,,Elizabeth Ingram,55,Male,0
5952,11-03-2021 11:03,Home,219,2,4129,Credit Card,55,1,Elizabeth Ingram,55,Male,0
48449,17-01-2022 11:51,Home,218,1,2725,Cash,31,0,Mrs. Stacy Brown DDS,31,Male,0
48449,01-08-2022 20:33,Clothing,71,5,4657,PayPal,31,,Mrs. Stacy Brown DDS,31,Male,0
48449,22-01-2020 18:17,Clothing,57,2,3574,Credit Card,31,1,Mrs. Stacy Brown DDS,31,Male,0
48449,18-10-2020 18:03,Clothing,278,4,4938,Cash,31,1,Mrs. Stacy Brown DDS,31,Male,0
48449,17-06-2020 22:06,Electronics,127,1,958,Cash,31,1,Mrs. Stacy Brown DDS,31,Male,0
48449,22-04-2021 10:42,Electronics,91,3,1899,Credit Card,31,1,Mrs. Stacy Brown DDS,31,Male,0
17203,21-01-2023 01:04,Electronics,259,3,3809,Credit Card,62,0,James Roberson,62,Male,0
17203,27-09-2021 02:47,Clothing,495,4,3057,Cash,62,1,James Roberson,62,Male,0
17203,03-07-2022 11:24,Home,160,4,5300,Cash,62,0,James Roberson,62,Male,0
17203,10-05-2022 04:56,Books,83,2,1952,Credit Card,62,,James Roberson,62,Male,0
17203,13-06-2023 07:26,Home,445,1,3218,PayPal,62,1,James Roberson,62,Male,0
17203,10-08-2023 14:48,Clothing,400,4,4683,PayPal,62,0,James Roberson,62,Male,0
2695,02-08-2022 07:44,Home,78,2,4036,PayPal,45,0,Andrea Ross,45,Female,0
2695,19-12-2020 19:10,Books,220,5,3629,PayPal,45,,Andrea Ross,45,Female,0
2695,28-03-2022 19:40,Books,88,4,3438,PayPal,45,1,Andrea Ross,45,Female,0
2695,15-09-2021 13:05,Books,398,4,1999,Cash,45,1,Andrea Ross,45,Female,0
2695,29-03-2022 01:01,Clothing,232,4,2444,Credit Card,45,1,Andrea Ross,45,Female,0
2695,15-04-2021 02:09,Home,306,5,650,Cash,45,0,Andrea Ross,45,Female,0
2695,02-09-2020 08:58,Books,336,5,3190,Credit Card,45,0,Andrea Ross,45,Female,0
2695,17-08-2023 14:08,Electronics,294,3,953,PayPal,45,1,Andrea Ross,45,Female,0
15079,04-07-2021 19:01,Home,281,1,4685,Cash,24,0,Christine Stanton,24,Male,0
15079,18-11-2020 15:48,Electronics,413,4,3445,Cash,24,1,Christine Stanton,24,Male,0
15079,13-09-2023 13:37,Electronics,121,5,3209,PayPal,24,,Christine Stanton,24,Male,0
15079,03-12-2022 02:35,Electronics,490,2,2103,Credit Card,24,,Christine Stanton,24,Male,0
15079,08-07-2020 07:54,Home,140,4,2618,Credit Card,24,1,Christine Stanton,24,Male,0
15079,22-04-2020 15:36,Books,179,4,5051,Cash,24,1,Christine Stanton,24,Male,0
15079,23-01-2021 14:59,Books,256,1,2322,Credit Card,24,,Christine Stanton,24,Male,0
21450,02-11-2021 16:11,Books,269,4,2370,PayPal,39,0,Christopher Barber,39,Female,1
21450,16-12-2020 04:22,Books,498,1,5132,Credit Card,39,1,Christopher Barber,39,Female,1
21450,16-11-2022 18:04,Electronics,174,2,663,Credit Card,39,,Christopher Barber,39,Female,1
21450,20-01-2021 02:29,Books,470,1,4846,PayPal,39,1,Christopher Barber,39,Female,1
21450,06-10-2021 12:43,Books,72,4,4038,Credit Card,39,1,Christopher Barber,39,Female,1
21450,02-06-2022 08:00,Home,267,5,4134,Cash,39,0,Christopher Barber,39,Female,1
21450,14-06-2023 09:39,Home,115,4,1310,Credit Card,39,0,Christopher Barber,39,Female,1
11738,02-10-2021 22:26,Home,73,2,4855,PayPal,64,0,Cynthia Taylor,64,Male,0
11738,23-10-2021 10:46,Clothing,208,4,2119,Cash,64,0,Cynthia Taylor,64,Male,0
11738,06-09-2023 05:54,Books,131,4,412,Credit Card,64,1,Cynthia Taylor,64,Male,0
11738,01-09-2023 03:48,Clothing,102,1,3927,PayPal,64,1,Cynthia Taylor,64,Male,0
15595,06-10-2020 23:29,Books,166,3,4845,Cash,40,0,Stephen Hughes,40,Male,0
15595,24-06-2021 03:57,Electronics,301,3,2816,Credit Card,40,1,Stephen Hughes,40,Male,0
15595,13-02-2022 15:52,Home,372,2,2514,Cash,40,0,Stephen Hughes,40,Male,0
15595,06-01-2020 05:50,Clothing,314,4,3740,Cash,40,1,Stephen Hughes,40,Male,0
15595,24-03-2022 18:11,Books,356,3,2008,Cash,40,0,Stephen Hughes,40,Male,0
15595,08-10-2022 04:16,Books,452,5,4409,Cash,40,0,Stephen Hughes,40,Male,0
15595,21-05-2020 08:13,Books,389,5,3028,Credit Card,40,0,Stephen Hughes,40,Male,0
44311,04-11-2022 14:58,Books,413,2,4641,Cash,49,0,Lauren Torres,49,Female,1
44311,26-08-2020 08:17,Clothing,147,3,4967,Credit Card,49,0,Lauren Torres,49,Female,1
44311,12-03-2023 22:26,Home,384,3,2725,Cash,49,0,Lauren Torres,49,Female,1
44311,28-09-2021 13:11,Home,427,2,3013,Cash,49,0,Lauren Torres,49,Female,1
44311,11-01-2020 07:00,Books,83,3,979,PayPal,49,1,Lauren Torres,49,Female,1
44311,07-06-2022 15:16,Electronics,487,3,4630,Credit Card,49,,Lauren Torres,49,Female,1
44311,02-10-2022 16:14,Books,260,4,3869,PayPal,49,1,Lauren Torres,49,Female,1
44311,07-08-2022 09:14,Books,362,4,4516,PayPal,49,0,Lauren Torres,49,Female,1
31852,02-02-2020 22:44,Books,446,2,1685,PayPal,70,1,Amber Watson,70,Male,1
31852,28-05-2022 20:20,Electronics,407,2,1265,Cash,70,1,Amber Watson,70,Male,1
31852,30-07-2022 16:14,Home,319,4,4252,PayPal,70,1,Amber Watson,70,Male,1
46881,24-09-2022 13:51,Electronics,455,2,2574,Credit Card,40,1,Matthew Navarro,40,Male,0
46881,08-08-2020 21:56,Electronics,299,1,4362,PayPal,40,1,Matthew Navarro,40,Male,0
46881,05-07-2022 03:46,Clothing,120,4,3856,Credit Card,40,0,Matthew Navarro,40,Male,0
46881,13-09-2022 10:31,Home,123,1,2512,Credit Card,40,1,Matthew Navarro,40,Male,0
46881,11-09-2021 19:04,Electronics,148,5,3838,Credit Card,40,0,Matthew Navarro,40,Male,0
14652,17-05-2022 01:33,Clothing,377,3,3768,Cash,31,0,George Johnson Jr.,31,Female,0
14652,23-02-2022 23:19,Home,97,1,1416,Credit Card,31,0,George Johnson Jr.,31,Female,0
14652,01-02-2022 11:39,Clothing,498,2,3245,Credit Card,31,,George Johnson Jr.,31,Female,0
14652,07-04-2020 08:17,Clothing,94,1,2406,Cash,31,1,George Johnson Jr.,31,Female,0
14652,01-10-2020 00:21,Clothing,213,2,3064,PayPal,31,0,George Johnson Jr.,31,Female,0
14652,09-05-2021 20:16,Books,320,5,2185,Credit Card,31,1,George Johnson Jr.,31,Female,0
14652,04-08-2020 19:22,Books,449,2,1786,PayPal,31,1,George Johnson Jr.,31,Female,0
14652,05-04-2021 23:01,Clothing,325,5,3049,Credit Card,31,1,George Johnson Jr.,31,Female,0
14652,12-03-2021 06:47,Electronics,273,5,2333,Credit Card,31,0,George Johnson Jr.,31,Female,0
14652,15-09-2022 00:44,Clothing,421,4,4565,PayPal,31,1,George Johnson Jr.,31,Female,0
14652,25-05-2021 22:52,Home,381,3,244,Cash,31,1,George Johnson Jr.,31,Female,0
835,29-01-2023 05:37,Electronics,306,1,5281,Cash,59,0,Richard Smith,59,Male,0
835,18-10-2022 02:00,Clothing,169,5,3426,Credit Card,59,,Richard Smith,59,Male,0
835,29-09-2020 21:23,Books,370,3,1885,Credit Card,59,1,Richard Smith,59,Male,0
835,24-08-2021 15:29,Electronics,494,1,3909,Credit Card,59,,Richard Smith,59,Male,0
835,13-06-2021 23:40,Home,31,2,2261,PayPal,59,,Richard Smith,59,Male,0
26275,09-09-2023 04:57,Electronics,93,2,4814,Credit Card,64,,Colton Guerra,64,Female,0
26275,31-01-2023 22:56,Clothing,371,3,4765,Credit Card,64,1,Colton Guerra,64,Female,0
26275,26-05-2020 09:18,Home,354,3,1686,Cash,64,0,Colton Guerra,64,Female,0
26275,11-08-2021 12:40,Electronics,17,1,3587,Credit Card,64,0,Colton Guerra,64,Female,0
37795,28-01-2023 00:54,Electronics,348,3,967,Credit Card,62,1,Steven Mccullough,62,Male,0
37795,27-08-2021 15:55,Electronics,17,4,5046,Cash,62,0,Steven Mccullough,62,Male,0
37795,26-06-2022 17:47,Home,452,4,5011,Cash,62,,Steven Mccullough,62,Male,0
37795,04-05-2020 07:06,Books,78,3,1831,PayPal,62,1,Steven Mccullough,62,Male,0
37795,04-12-2020 12:05,Clothing,456,2,541,Credit Card,62,1,Steven Mccullough,62,Male,0
37795,14-07-2023 03:11,Clothing,208,1,648,PayPal,62,,Steven Mccullough,62,Male,0
4553,14-12-2022 08:13,Clothing,89,3,3331,PayPal,19,,Roy Rosales,19,Female,0
